,Symbol,Name,Price,Change %,Volume,Rel Volume,Market Cap,P/E,EPS (dil TTM),EPS Growth (TTM YoY),Div Yield % TTM,Sector,Analyst Rating
2408,LEXX,Lexaria Bioscience Corp.,1.31,−2.96%,97280.0,0.40,25620000.0,—,−0.66 USD,+41.28%,0.00%,Health technology,Strong buy
2409,LFCR,"Lifecore Biomedical, Inc.",7.9,+0.25%,152750.0,1.09,295520000.0,—,−1.30 USD,−662.31%,0.00%,Health technology,Buy
2410,LFMD,"LifeMD, Inc.",6.32,−3.51%,942940.0,0.80,299680000.0,—,−0.21 USD,+69.68%,0.00%,Health services,Strong buy
2411,LFST,"LifeStance Health Group, Inc.",5.35,−0.56%,1890000.0,0.81,2080000000.0,—,−0.04 USD,+89.49%,0.00%,Health services,Strong buy
2412,LFUS,"Littelfuse, Inc.",262.57,−0.63%,120050.0,0.77,6510000000.0,54.73,4.80 USD,−38.10%,1.08%,Electronic technology,Neutral
2413,LFVN,Lifevantage Corporation,10.57,+0.19%,225150.0,1.21,134139999.99999999,14.17,0.75 USD,+231.41%,1.56%,Health technology,Strong buy
2414,LFWD,Lifeward Ltd.,0.6835,+14.14%,1170000.0,4.64,10730000.0,—,−3.13 USD,−13.09%,0.00%,Health technology,Strong buy
2415,LGCB,Linkage Global Inc,2.54,−1.93%,6260.0,0.84,34490000.0,—,−0.00 USD,—,0.00%,Technology services,Neutral
2416,LGCL,Lucas GC Limited,0.1599,−1.48%,3770000.0,0.27,17850000.0,2.26,0.07 USD,—,0.00%,Commercial services,Neutral
2417,LGCY,Legacy Education Inc.,12.45,−3.34%,48700.0,0.54,154140000.0,21.85,0.57 USD,+30.88%,0.00%,Consumer services,Strong buy
2418,LGIH,"LGI Homes, Inc.",54.22,−1.45%,435160.0,0.95,1250000000.0,8.18,6.63 USD,−19.46%,0.00%,Consumer durables,Neutral
2419,LGL,"LGL Group, Inc. (The)",6.69,−1.51%,4530.0,0.30,36090000.0,167.25,0.04 USD,−45.80%,0.00%,Electronic technology,Neutral
2420,LGN,Legence Corp.,33.4,+2.02%,391290.0,—,3400000000.0,—,—,—,0.00%,Industrial services,Neutral
2421,LGND,Ligand Pharmaceuticals Incorporated,170.65,−0.07%,133770.0,0.42,3340000000.0,—,−4.00 USD,−272.89%,0.00%,Health technology,Strong buy
2422,LGPS,LogProstyle Inc.,1.06,0.00%,149070.0,0.99,25070000.0,5.07,0.21 USD,+124.84%,2.17%,Finance,Neutral
2423,LGVN,Longeveron Inc.,0.777,+0.96%,354500.0,0.97,16160000.0,—,−1.28 USD,+85.44%,0.00%,Health technology,Strong buy
2424,LH,Labcorp Holdings Inc.,279.94,+0.37%,471750.0,0.97,23260000000.0,30.87,9.07 USD,+72.22%,1.03%,Health services,Buy
2425,LHAI,Linkhome Holdings Inc.,9.37,+5.04%,255900.0,0.33,152080000.0,191.62,0.05 USD,—,0.00%,Technology services,Neutral
2426,LHSW,Lianhe Sowell International Group Ltd,2.4,−8.09%,400680.0,1.25,124740000.0,38.38,0.06 USD,—,0.00%,Electronic technology,Neutral
2427,LHX,"L3Harris Technologies, Inc.",286.19,+0.66%,760290.0,0.81,53540000000.0,31.95,8.96 USD,+43.37%,1.66%,Electronic technology,Buy
2428,LICN,Lichen International Limited,4.72,−1.26%,5160.0,0.03,45600000.0,—,−13.97 USD,—,0.00%,Commercial services,Neutral
2429,LIDR,"AEye, Inc.",2.52,−4.55%,3210000.0,1.04,100660000.0,—,−2.89 USD,+71.09%,0.00%,Technology services,Strong buy
2430,LIEN,"Chicago Atlantic BDC, Inc.",11.09,+0.36%,52770.0,0.67,253080000.0,10.74,1.03 USD,—,11.49%,Finance,Buy
2431,LIF,"Life360, Inc.",101.5,−0.61%,1310000.0,0.88,7870000000.0,306.46,0.33 USD,—,0.00%,Technology services,Strong buy
2432,LII,"Lennox International, Inc.",530.66,−0.59%,302860.0,0.69,18640000000.0,22.69,23.39 USD,+29.72%,0.89%,Producer manufacturing,Neutral
2433,LILA,Liberty Latin America Ltd.,8.2,−1.20%,207780.0,0.68,1670000000.0,—,−5.93 USD,"−1,263.07%",0.00%,Communications,Buy
2434,LIMN,"Liminatus Pharma, Inc.",1.68,+17.48%,5320000.0,4.42,45470000.0,—,−0.29 USD,−46.03%,0.00%,Health technology,Neutral
2435,LIN,Linde plc,479.94,+0.46%,1460000.0,0.74,225050000000.0,34.12,14.07 USD,+7.06%,1.21%,Process industries,Buy
2436,LINC,Lincoln Educational Services Corporation,21.67,−0.69%,295950.0,0.70,685170000.0,47.21,0.46 USD,+77.84%,0.00%,Commercial services,Strong buy
2437,LIND,Lindblad Expeditions Holdings Inc.,12.96,−0.23%,319800.0,0.58,710070000.0,—,−0.32 USD,+68.80%,0.00%,Consumer services,Buy
2438,LINK,"Interlink Electronics, Inc.",11.28,+5.72%,108000.0,0.75,111270000.0,—,−0.21 USD,−11.00%,0.00%,Electronic technology,Strong buy
2439,LION,Lionsgate Studios Corp,6.68,−2.62%,3510000.0,1.08,1930000000.0,—,−0.70 USD,−914.24%,0.00%,Consumer services,Buy
2440,LIQT,"LiqTech International, Inc.",2.45,−1.19%,1890.0,0.07,23510000.0,—,−1.34 USD,+15.23%,0.00%,Producer manufacturing,Strong buy
2441,LITE,Lumentum Holdings Inc.,163.99,−0.44%,3050000.0,0.80,11460000000.0,695.46,0.24 USD,—,0.00%,Producer manufacturing,Buy
2442,LITM,Snow Lake Resources Ltd.,4.31,−0.69%,1500000.0,0.64,33720000.0,—,—,—,0.00%,Process industries,Neutral
2443,LITS,"Lite Strategy, Inc.",2.63,+1.94%,946100.0,0.46,86360000.0,—,−4.75 USD,−221.06%,0.00%,Health technology,Neutral
2444,LIVE,Live Ventures Incorporated,17.66,−0.84%,29840.0,1.35,54250000.0,168.67,0.10 USD,—,0.00%,Consumer durables,Neutral
2445,LIVN,LivaNova PLC,53.96,−2.12%,586480.0,1.08,2950000000.0,—,−3.89 USD,"−1,143.21%",0.00%,Health technology,Buy
2446,LIXT,"Lixte Biotechnology Holdings, Inc.",5.22,−3.69%,77760.0,0.33,23810000.0,—,−1.29 USD,+29.82%,0.00%,Health technology,Neutral
2447,LKFN,Lakeland Financial Corporation,65.08,+0.17%,80500.0,0.69,1660000000.0,17.74,3.67 USD,−6.40%,3.05%,Finance,Buy
2448,LKQ,LKQ Corporation,30.39,+0.23%,2230000.0,0.73,7820000000.0,11.16,2.72 USD,−0.95%,3.96%,Consumer durables,Buy
2449,LLY,Eli Lilly and Company,746.98,−1.06%,2910000.0,0.87,706980000000.0,49.53,15.08 USD,+88.38%,0.77%,Health technology,Buy
2450,LLYVA,Liberty Media Corporation - Series A Liberty Live,94.59,−0.02%,103180.0,0.72,8690000000.0,—,−3.12 USD,−253.54%,0.00%,Technology services,Strong buy
2451,LMAT,"LeMaitre Vascular, Inc.",89.87,−2.62%,155870.0,0.76,2029999999.9999998,43.65,2.06 USD,+23.36%,0.82%,Health technology,Buy
2452,LMB,"Limbach Holdings, Inc.",94.91,−9.51%,328440.0,1.42,1100000000.0,32.43,2.93 USD,+33.71%,0.00%,Miscellaneous,Strong buy
2453,LMFA,"LM Funding America, Inc.",1.16,−0.85%,327440.0,0.61,18000000.0,—,−4.30 USD,+3.90%,0.00%,Commercial services,Strong buy
2454,LMND,"Lemonade, Inc.",57.52,−3.62%,3000000.0,1.12,4250000000.0,—,−2.82 USD,+4.95%,0.00%,Finance,Sell
2455,LMNR,Limoneira Co,14.94,−0.47%,51770.0,0.61,269640000.0,—,−0.54 USD,−284.98%,2.00%,Process industries,Buy
2456,LMT,Lockheed Martin Corporation,486.67,+1.31%,1130000.0,0.84,113620000000.0,27.40,17.76 USD,−35.55%,2.72%,Electronic technology,Buy
2457,LNC,Lincoln National Corporation,40.55,−1.17%,2660000.0,1.14,7690000000.0,7.08,5.73 USD,−39.62%,4.39%,Finance,Neutral
2458,LNG,"Cheniere Energy, Inc.",234.91,+1.78%,1560000.0,1.00,51630000000.0,13.69,17.16 USD,−8.59%,0.87%,Industrial services,Buy
2459,LNKB,"LINKBANCORP, Inc.",7.34,−0.14%,359080.0,8.81,274880000.0,7.30,1.01 USD,—,4.08%,Finance,Buy
2460,LNKS,Linkers Industries Limited,0.451,−14.36%,371390.0,1.02,6060000.0,—,−0.04 USD,−183.87%,0.00%,Electronic technology,Neutral
2461,LNN,Lindsay Corporation,139.68,−0.51%,135710.0,1.37,1520000000.0,20.06,6.96 USD,+5.80%,1.03%,Producer manufacturing,Buy
2462,LNSR,"LENSAR, Inc.",12.43,−2.20%,28740.0,0.39,148350000.0,—,−4.21 USD,−277.85%,0.00%,Health technology,Neutral
2463,LNT,Alliant Energy Corporation,64.84,+0.97%,1510000.0,0.98,16660000000.0,20.04,3.24 USD,+32.19%,3.12%,Utilities,Buy
2464,LNTH,"Lantheus Holdings, Inc.",52.06,+3.89%,4470000.0,3.50,3540000000.0,13.83,3.76 USD,−38.36%,0.00%,Health technology,Strong buy
2465,LNW,"Light & Wonder, Inc.",87.29,−0.75%,939930.0,0.81,7330000000.0,22.10,3.95 USD,+18.77%,0.00%,Consumer services,Buy
2466,LNZA,"LanzaTech Global, Inc.",20.11,−10.62%,53370.0,2.13,46650000.0,—,−67.57 USD,−36.69%,0.00%,Industrial services,Neutral
2467,LOAR,Loar Holdings Inc.,78.62,−0.73%,746650.0,0.77,7360000000.0,167.38,0.47 USD,+244.86%,0.00%,Electronic technology,Strong buy
2468,LOB,"Live Oak Bancshares, Inc.",36.02,−1.26%,230730.0,0.66,1650000000.0,29.48,1.22 USD,−49.77%,0.33%,Finance,Neutral
2469,LOBO,LOBO EV TECHNOLOGIES LTD.,0.7076,+3.89%,242980.0,0.30,8420000.0,—,−0.35 USD,—,0.00%,Consumer durables,Neutral
2470,LOCL,Local Bounti Corporation,3.23,0.00%,18470.0,0.18,71460000.0,—,−14.17 USD,+16.76%,0.00%,Finance,Strong buy
2471,LOCO,"El Pollo Loco Holdings, Inc.",9.96,+0.61%,185520.0,0.93,298750000.0,11.83,0.84 USD,−1.38%,0.00%,Consumer services,Buy
2472,LODE,Comstock Inc.,3.77,+2.17%,4630000.0,3.41,185730000.0,—,−2.41 USD,−490.56%,0.00%,Process industries,Neutral
2473,LOKV,Live Oak Acquisition Corp. V,10.19,0.00%,15410.0,0.54,292960000.0,—,—,—,0.00%,Finance,Neutral
2474,LOOP,"Loop Industries, Inc.",1.64,−5.20%,58250.0,0.37,78260000.0,—,−0.28 USD,+31.02%,0.00%,Process industries,Strong buy
2475,LOPE,"Grand Canyon Education, Inc.",212.63,+0.32%,220200.0,0.89,5970000000.0,25.77,8.25 USD,+11.69%,0.00%,Commercial services,Strong buy
2476,LOVE,The Lovesac Company,17.75,−0.78%,283820.0,0.44,259329999.99999997,28.48,0.62 USD,+22.65%,0.00%,Consumer durables,Strong buy
2477,LOW,"Lowe's Companies, Inc.",259.81,−0.22%,2970000.0,1.08,145710000000.0,21.35,12.17 USD,+0.89%,1.79%,Retail trade,Buy
2478,LPA,Logistic Properties of the Americas,6.03,−1.15%,3450.0,0.35,190680000.0,27.89,0.22 USD,—,0.00%,Finance,Neutral
2479,LPAA,Launch One Acquisition Corp.,10.5,+0.10%,29900.0,1.98,301870000.0,32.19,0.33 USD,—,0.00%,Finance,Neutral
2480,LPBB,Launch Two Acquisition Corp.,10.43,−0.10%,,0.05,299860000.0,43.86,0.24 USD,—,0.00%,Finance,Neutral
2481,LPCN,Lipocine Inc.,2.76,−3.50%,30640.0,2.14,14960000.0,—,−0.84 USD,+47.86%,0.00%,Health technology,Strong buy
2482,LPG,Dorian LPG Ltd.,32.14,+1.48%,306120.0,0.60,1370000000.0,27.96,1.15 USD,−84.80%,0.00%,Transportation,Strong buy
2483,LPLA,LPL Financial Holdings Inc.,340.48,+1.04%,688840.0,0.60,27240000000.0,23.29,14.62 USD,+14.09%,0.36%,Finance,Buy
2484,LPRO,Open Lending Corporation,2.37,−0.84%,1070000.0,1.66,280070000.0,—,−1.18 USD,"−2,418.00%",0.00%,Technology services,Buy
2485,LPSN,"LivePerson, Inc.",0.6587,+0.69%,2380000.0,0.40,99200000.0,—,−1.99 USD,−4.64%,0.00%,Technology services,Neutral
2486,LPTH,"LightPath Technologies, Inc.",7.16,+2.87%,1790000.0,1.05,307160000.0,—,−0.25 USD,−48.02%,0.00%,Electronic technology,Strong buy
2487,LPTX,"Leap Therapeutics, Inc.",0.2954,−4.00%,433570.0,0.60,12240000.0,—,−1.59 USD,+20.28%,0.00%,Health technology,Neutral
2488,LPX,Louisiana-Pacific Corporation,86.09,−0.92%,681230.0,0.96,6000000000.0,20.31,4.24 USD,−31.41%,1.27%,Non-energy minerals,Neutral
2489,LQDA,Liquidia Corporation,22.45,−1.97%,3090000.0,1.17,1930000000.0,—,−1.69 USD,−7.22%,0.00%,Health technology,Strong buy
2490,LQDT,"Liquidity Services, Inc.",27.48,−1.47%,145260.0,0.63,858390000.0,33.26,0.83 USD,+31.21%,0.00%,Retail trade,Strong buy
2491,LRCX,Lam Research Corporation,131.93,−0.20%,12030000.0,0.90,166370000000.0,31.73,4.16 USD,+43.36%,0.70%,Producer manufacturing,Buy
2492,LRHC,La Rosa Holdings Corp.,7.02,−5.39%,15970.0,0.40,8590000.0,—,−490.03 USD,−455.34%,0.00%,Finance,Neutral
2493,LRMR,"Larimar Therapeutics, Inc.",4.44,−0.89%,1890000.0,1.25,380020000.0,—,−1.56 USD,−40.03%,0.00%,Health technology,Strong buy
2494,LRN,"Stride, Inc.",142.28,−1.24%,1040000.0,0.98,6210000000.0,23.64,6.02 USD,+28.95%,0.00%,Consumer services,Buy
2495,LSAK,"Lesaka Technologies, Inc.",4.21,+2.68%,23340.0,0.25,342060000.0,—,−1.10 USD,−308.21%,0.00%,Technology services,Neutral
2496,LSBK,"Lake Shore Bancorp, Inc.",13.18,+1.15%,7670.0,0.28,101580000.0,17.55,0.75 USD,+33.31%,2.73%,Finance,Neutral
2497,LSCC,Lattice Semiconductor Corporation,74.38,−0.44%,2080000.0,0.56,10180000000.0,324.80,0.23 USD,−83.22%,0.00%,Electronic technology,Buy
2498,LSE,"Leishen Energy Holding Co., Ltd.",5.23,−0.29%,7620.0,1.55,89040000.0,—,—,—,0.00%,Industrial services,Neutral
2499,LSF,"Laird Superfood, Inc.",6.33,+1.12%,33700.0,1.26,67510000.0,—,−0.10 USD,+74.00%,0.00%,Consumer non-durables,Strong buy
2500,LSH,Lakeside Holding Limited,1.32,+3.13%,47980.0,0.26,13860000.0,—,−0.58 USD,"−1,771.76%",0.00%,Transportation,Neutral
2501,LSTA,"Lisata Therapeutics, Inc.",2.29,0.00%,4680.0,0.25,20050000.0,—,−2.23 USD,+12.95%,0.00%,Health technology,Strong buy
2502,LSTR,"Landstar System, Inc.",120.68,−0.49%,618950.0,1.60,4179999999.9999995,25.31,4.77 USD,−22.19%,1.25%,Transportation,Neutral
2503,LTBR,Lightbridge Corporation,20.85,+3.47%,3990000.0,1.77,540320000.0,—,−0.84 USD,−19.14%,0.00%,Process industries,Neutral
2504,LTH,"Life Time Group Holdings, Inc.",27.93,−1.34%,1920000.0,0.78,6140000000.0,27.34,1.02 USD,+91.20%,0.00%,Consumer services,Strong buy
2505,LTRN,Lantern Pharma Inc.,4.07,−2.16%,56260.0,0.40,43950000.0,—,−1.79 USD,−8.47%,0.00%,Health technology,Strong buy
2506,LTRX,"Lantronix, Inc.",4.79,−2.64%,404060.0,0.93,187530000.0,—,−0.29 USD,−142.02%,0.00%,Electronic technology,Strong buy
2507,LUCD,Lucid Diagnostics Inc.,1.06,−2.31%,1010000.0,0.53,144780000.0,—,−1.05 USD,+14.63%,0.00%,Health technology,Strong buy
2508,LUCK,Lucky Strike Entertainment Corporation,9.93,−0.20%,195610.0,0.65,1390000000.0,—,−0.17 USD,+74.55%,2.21%,Consumer services,Buy
2509,LUCY,"Innovative Eyewear, Inc.",2.05,−4.21%,172730.0,0.48,9380000.0,—,−3.24 USD,+70.61%,0.00%,Retail trade,Strong buy
2510,LUD,Luda Technology Group Limited,11.41,+3.73%,82000.0,1.29,,—,—,—,—,Non-energy minerals,Neutral
2511,LULU,lululemon athletica inc.,173.33,−0.05%,6030000.0,0.92,21440000000.0,11.87,14.61 USD,+12.86%,0.00%,Consumer non-durables,Neutral
2512,LUMN,"Lumen Technologies, Inc.",5.8,−6.75%,25910000.0,1.07,5950000000.0,—,−1.19 USD,+43.47%,0.00%,Communications,Neutral
2513,LUNG,Pulmonx Corporation,1.82,−1.09%,464540.0,1.26,74160000.0,—,−1.43 USD,+4.81%,0.00%,Health technology,Buy
2514,LUNR,"Intuitive Machines, Inc.",10.36,+2.27%,10670000.0,1.66,1850000000.0,—,−2.64 USD,−186.46%,0.00%,Electronic technology,Buy
2515,LUV,Southwest Airlines Company,33.34,+3.22%,12690000.0,1.19,17510000000.0,50.14,0.67 USD,+464.04%,2.23%,Transportation,Neutral
2516,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",4.91,+5.36%,88230.0,0.36,13500000.0,—,−17.85 USD,−74.47%,0.00%,Retail trade,Neutral
2517,LVO,"LiveOne, Inc.",0.495,−2.06%,228990.0,0.25,57130000.0,—,−0.21 USD,−21.72%,0.00%,Commercial services,Strong buy
2518,LVRO,Lavoro Limited,1.87,+6.25%,11340.0,0.03,218760000.0,—,—,—,0.00%,Distribution services,Sell
2519,LVS,Las Vegas Sands Corp.,53.07,+0.40%,4750000.0,0.74,36430000000.0,26.80,1.98 USD,−7.11%,1.80%,Consumer services,Buy
2520,LVTX,LAVA Therapeutics N.V.,1.58,+1.28%,231500.0,0.37,41560000.0,—,−1.05 USD,−15.83%,0.00%,Health technology,Neutral
2521,LVWR,"LiveWire Group, Inc.",4.88,−4.31%,72050.0,0.23,994240000.0,—,−0.41 USD,+13.28%,0.00%,Consumer durables,Neutral
2522,LW,"Lamb Weston Holdings, Inc.",54.32,−1.90%,1120000.0,0.74,7570000000.0,21.67,2.51 USD,−49.66%,2.65%,Consumer non-durables,Neutral
2523,LWAC,LightWave Acquisition Corp.,9.97,+0.10%,,0.00,260959999.99999997,—,—,—,0.00%,Finance,Neutral
2524,LWAY,"Lifeway Foods, Inc.",26.49,−0.38%,222610.0,0.88,403350000.0,38.33,0.69 USD,−22.85%,0.00%,Consumer non-durables,Strong buy
2525,LWLG,"Lightwave Logic, Inc.",4.69,+3.08%,2750000.0,1.31,607070000.0,—,−0.17 USD,+6.57%,0.00%,Process industries,Neutral
2526,LXEO,"Lexeo Therapeutics, Inc.",5.35,+0.75%,552530.0,0.88,288910000.0,—,−3.26 USD,−20.53%,0.00%,Health technology,Strong buy
2527,LXFR,Luxfer Holdings PLC,14.12,−1.19%,159900.0,1.08,377910000.0,15.63,0.90 USD,—,3.64%,Non-energy minerals,Neutral
2528,LXRX,"Lexicon Pharmaceuticals, Inc.",1.21,+4.31%,2069999.9999999998,0.88,439710000.0,—,−0.33 USD,+56.81%,0.00%,Health technology,Buy
2529,LXU,"LSB Industries, Inc.",8.0,−1.60%,324130.0,0.92,575490000.0,—,−0.46 USD,"−1,533.13%",0.00%,Process industries,Buy
2530,LYB,LyondellBasell Industries NV,50.37,−1.43%,4780000.0,0.87,16200000000.0,66.08,0.76 USD,−89.27%,10.61%,Process industries,Neutral
2531,LYEL,"Lyell Immunopharma, Inc.",13.18,+0.08%,61090.0,0.72,253200000.0,—,−24.30 USD,−46.50%,0.00%,Health technology,Sell
2532,LYFT,"Lyft, Inc.",22.08,−2.43%,21810000.0,0.67,8970000000.0,100.87,0.22 USD,—,0.00%,Transportation,Neutral
2533,LYRA,"Lyra Therapeutics, Inc.",6.64,+3.43%,13920.0,0.67,10920000.0,—,−29.46 USD,+63.76%,0.00%,Health technology,Neutral
2534,LYTS,LSI Industries Inc.,23.49,−0.93%,188920.0,0.66,716730000.0,29.70,0.79 USD,−4.74%,0.84%,Producer manufacturing,Strong buy
2535,LYV,"Live Nation Entertainment, Inc.",164.13,−0.62%,1410000.0,0.49,38070000000.0,71.29,2.30 USD,+120.11%,0.00%,Consumer services,Buy
2536,LZ,"LegalZoom.com, Inc.",10.72,−2.72%,2089999.9999999998,0.91,1930000000.0,65.81,0.16 USD,+50.83%,0.00%,Commercial services,Neutral
2537,LZB,La-Z-Boy Incorporated,34.36,+1.60%,561230.0,0.87,1420000000.0,15.74,2.18 USD,−22.55%,2.54%,Consumer durables,Buy
2538,LZM,Lifezone Metals Limited,5.47,+2.63%,295300.0,2.04,433750000.0,—,—,—,0.00%,Non-energy minerals,Strong buy
2539,LZMH,LZ Technology Holdings Limited,3.37,−0.30%,147990.0,0.23,512480000.0,—,—,—,0.00%,Commercial services,Neutral
2540,M,Macy's Inc,17.13,+1.42%,7380000.0,0.77,4600000000.0,9.73,1.76 USD,+170.83%,4.22%,Retail trade,Neutral
2541,MA,Mastercard Incorporated,569.97,−2.48%,3220000.0,1.06,515260000000.0,38.45,14.82 USD,+13.27%,0.50%,Finance,Buy
2542,MAAS,Maase Inc.,3.44,+0.58%,,0.04,763030000.0,—,−496.08 USD,−35.59%,0.00%,Finance,Neutral
2543,MACI,Melar Acquisition Corp. I,10.55,+0.38%,2610.0,0.28,228110000.0,31.43,0.34 USD,—,0.00%,Finance,Neutral
2544,MAGH,Magnitude International Ltd,1.4,+1.45%,64830.0,0.44,49000000.0,—,—,—,0.00%,Industrial services,Neutral
2545,MAGN,Magnera Corporation,11.01,−1.61%,510170.0,0.83,391960000.0,—,—,—,0.00%,Process industries,Neutral
2546,MAIA,"MAIA Biotechnology, Inc.",1.53,+0.66%,177580.0,0.35,50480000.0,—,−0.59 USD,+62.69%,0.00%,Health technology,Strong buy
2547,MAIN,Main Street Capital Corporation,64.28,0.00%,401040.0,0.54,5750000000.0,10.59,6.07 USD,+13.63%,4.64%,Finance,Neutral
2548,MAMA,"Mama's Creations, Inc.",10.6,−3.20%,651240.0,1.51,429290000.0,92.66,0.11 USD,−14.94%,0.00%,Consumer non-durables,Strong buy
2549,MAMK,MaxsMaking Inc.,2.38,+4.92%,16760.0,0.14,39570000.0,—,—,—,0.00%,Process industries,Neutral
2550,MAMO,Massimo Group,2.89,−0.86%,10530.0,0.08,120340000.0,—,−0.15 USD,−145.04%,0.00%,Finance,Neutral
2551,MAN,ManpowerGroup,37.33,−1.32%,989930.0,0.56,1730000000.0,—,−0.38 USD,−141.04%,5.97%,Commercial services,Neutral
2552,MANH,"Manhattan Associates, Inc.",213.71,−0.97%,314150.0,0.46,12920000000.0,59.56,3.59 USD,+9.31%,0.00%,Technology services,Buy
2553,MANU,Manchester,15.1,−0.46%,348170.0,0.66,2580000000.0,—,−0.25 USD,+71.13%,0.00%,Consumer services,Buy
2554,MAPS,"WM Technology, Inc.",1.21,−2.42%,950260.0,1.14,190230000.0,13.99,0.09 USD,—,0.00%,Technology services,Buy
2555,MAR,Marriott International,261.84,−0.86%,1050000.0,0.70,71080000000.0,29.54,8.86 USD,−11.37%,0.98%,Consumer services,Buy
2556,MARA,"MARA Holdings, Inc.",17.71,−3.49%,66750000.0,0.88,6560000000.0,15.86,1.12 USD,−39.38%,0.00%,Technology services,Buy
2557,MARPS,Marine Petroleum Trust,4.92,+3.14%,13250.0,5.20,9840000.0,13.53,0.36 USD,−9.19%,7.53%,Miscellaneous,Neutral
2558,MAS,Masco Corporation,71.58,+0.77%,3550000.0,1.39,14990000000.0,19.01,3.77 USD,−8.06%,1.72%,Producer manufacturing,Buy
2559,MASI,Masimo Corporation,140.36,−1.25%,727180.0,1.12,7630000000.0,—,−8.57 USD,−681.52%,0.00%,Health technology,Buy
2560,MASK,3 E Network Technology Group Ltd,0.637,−1.68%,3000000.0,2.02,7130000.0,3.71,0.17 USD,+12.14%,0.00%,Technology services,Neutral
2561,MASS,908 Devices Inc.,7.55,0.00%,577230.0,1.29,272450000.0,—,−2.14 USD,−86.36%,0.00%,Health technology,Strong buy
2562,MAT,"Mattel, Inc.",17.05,−0.18%,2110000.0,0.63,5490000000.0,10.99,1.55 USD,+70.51%,0.00%,Consumer durables,Buy
2563,MATH,Metalpha Technology Holding Limited,3.65,−1.35%,142750.0,0.87,144170000.0,8.85,0.41 USD,—,0.00%,Transportation,Neutral
2564,MATV,"Mativ Holdings, Inc.",11.75,−3.61%,368250.0,0.68,642400000.0,—,−8.35 USD,−39.58%,3.28%,Process industries,Strong buy
2565,MATW,Matthews International Corporation,25.01,−1.03%,170980.0,0.76,770080000.0,—,−2.11 USD,−353.38%,3.96%,Producer manufacturing,Strong buy
2566,MATX,"Matson, Inc.",105.28,+0.54%,210570.0,0.56,3350000000.0,7.12,14.79 USD,+55.22%,1.32%,Transportation,Buy
2567,MAX,"MediaAlpha, Inc.",12.27,−3.31%,432070.0,0.53,833680000.0,—,−0.11 USD,+62.29%,0.00%,Technology services,Strong buy
2568,MAXN,"Maxeon Solar Technologies, Ltd.",3.76,−2.34%,81020.0,0.95,63530000.0,—,−210.87 USD,+60.34%,0.00%,Utilities,Neutral
2569,MAYA,Maywood Acquisition Corp.,10.23,−0.05%,8430.0,0.04,152640000.0,123.04,0.08 USD,—,0.00%,Finance,Neutral
2570,MAYS,"J. W. Mays, Inc.",38.0,0.00%,,0.82,76600000.0,—,−0.04 USD,+85.60%,0.00%,Finance,Neutral
2571,MAZE,"Maze Therapeutics, Inc.",24.88,+5.11%,430590.0,0.35,1090000000.0,—,−1.68 USD,—,0.00%,Health technology,Strong buy
2572,MB,MasterBeef Group,9.33,+0.86%,41500.0,1.72,160060000.0,37.73,0.25 USD,—,0.00%,Consumer services,Neutral
2573,MBAV,M3-Brigade Acquisition V Corp.,10.53,−0.28%,7980.0,0.06,378420000.0,36.49,0.29 USD,—,0.00%,Finance,Neutral
2574,MBBC,"Marathon Bancorp, Inc.",10.48,+0.77%,,0.08,30830000.0,64.45,0.16 USD,+132.95%,0.00%,Finance,Neutral
2575,MBC,"MasterBrand, Inc.",13.04,+1.01%,939670.0,0.49,1720000000.0,18.11,0.72 USD,−47.45%,0.00%,Consumer durables,Buy
2576,MBCN,Middlefield Banc Corp.,31.4,−2.03%,5240.0,0.67,253750000.0,13.99,2.24 USD,+15.63%,2.59%,Finance,Neutral
2577,MBI,MBIA Inc.,7.79,−1.39%,418390.0,0.90,393310000.0,—,−4.59 USD,+66.83%,0.00%,Finance,Buy
2578,MBIN,Merchants Bancorp,31.76,−0.75%,96280.0,0.61,1460000000.0,6.99,4.55 USD,−30.72%,1.19%,Finance,Buy
2579,MBIO,"Mustang Bio, Inc.",1.56,−4.29%,90440.0,0.65,11290000.0,—,−3.11 USD,+97.92%,0.00%,Health technology,Neutral
2580,MBLY,Mobileye Global Inc.,14.19,−2.94%,5170000.0,0.89,11650000000.0,—,−3.64 USD,"−1,211.52%",0.00%,Technology services,Buy
2581,MBOT,Microbot Medical Inc.,3.48,+5.14%,6530000.0,0.96,158500000.0,—,−0.57 USD,+29.38%,0.00%,Health technology,Strong buy
2582,MBRX,"Moleculin Biotech, Inc.",0.4298,+5.29%,2180000.0,0.77,13020000.0,—,−4.59 USD,+60.64%,0.00%,Health technology,Strong buy
2583,MBUU,"Malibu Boats, Inc.",31.94,−1.11%,150980.0,0.74,614690000.0,41.64,0.77 USD,—,0.00%,Consumer durables,Buy
2584,MBWM,Mercantile Bank Corporation,46.27,−0.69%,42680.0,0.76,751820000.0,9.20,5.03 USD,−0.45%,3.13%,Finance,Buy
2585,MBX,"MBX Biosciences, Inc.",18.96,−5.20%,2750000.0,0.82,636940000.0,—,−2.31 USD,—,0.00%,Health technology,Strong buy
2586,MC,Moelis & Company,75.14,−0.88%,584530.0,0.89,6060000000.0,29.61,2.54 USD,"+1,526.79%",3.36%,Finance,Neutral
